index,Entity,Code,Year,cumulative_emissions_total,emissions_total,population,longitude,latitude
4524,Togo,TGO,1974,3614305.0,390468.0,2511761,1.2255,6.1228
4525,Tonga,TON,1974,304112.0,21984.0,90699,-175.216,-21.136
4526,Trinidad and Tobago,TTO,1974,304169630.0,10042043.0,1040768,-61.4789,10.6596
4527,Tunisia,TUN,1974,64764108.0,5393247.0,5684686,10.21,36.7899
4496,Mauritius,MUS,1974,8265984.0,692496.0,876473,57.4977,-20.1605
4497,Montenegro,MNE,1974,20082758.0,1303250.0,551745,19.2595,42.4602
4498,Mozambique,MOZ,1974,53398824.0,3145504.0,9236094,32.5713,-25.9664
4499,Myanmar,MMR,1974,113955160.0,4670917.0,29598163,95.9562,21.914
4468,Czechia,CZE,1974,5449531400.0,165999570.0,9965950,14.4205,50.0878
4469,Denmark,DNK,1974,1651242500.0,55009452.0,5045639,12.5681,55.6763
4470,Djibouti,DJI,1974,2018864.0,194192.0,192622,43.1425,11.5806
4471,Dominica,DMA,1974,333424.0,29312.0,71106,-61.39,15.2976
4472,El Salvador,SLV,1974,23465746.0,1970043.0,4029675,-89.2073,13.7034
4473,Equatorial Guinea,GNQ,1974,817072.0,51296.0,294957,8.7741,3.7523
4506,Philippines,PHL,1974,343859940.0,30492320.0,41174338,121.035,14.5515
4507,Poland,POL,1974,11022279000.0,346236580.0,33642463,21.02,52.26
4540,Angola,AGO,1974,38076930.0,4866398.0,6613368,13.242,-8.81155
4541,Argentina,ARG,1974,1953289700.0,95480376.0,25461352,-58.4173,-34.6118
4542,Aruba,ABW,1974,17090272.0,788077.0,60144,-70.0167,12.5167
4543,Australia,AUS,1974,4041125600.0,166182740.0,13719499,149.129,-35.282
4512,Saint Vincent and the Grenadines,VCT,1974,414032.0,32976.0,99577,-61.2653,13.2035
4513,Sao Tome and Principe,STP,1974,234496.0,18320.0,84685,6.6071,0.20618
4514,Senegal,SEN,1974,19746876.0,1848983.0,5029446,-17.4734,14.7247
4515,Sierra Leone,SLE,1974,9603344.0,520288.0,2920466,-13.2134,8.4821
4484,Japan,JPN,1974,13790858000.0,914302500.0,112009689,139.77,35.67
4485,Jordan,JOR,1974,25948212.0,2225305.0,1839191,35.9263,31.9497
4486,Laos,LAO,1974,4448096.0,293120.0,2939759,102.177,18.5826
4487,Latvia,LVA,1974,345548200.0,19089568.0,2436994,24.1048,56.9465
4488,Liberia,LBR,1974,13836638.0,1721723.0,1626363,-10.7957,6.30039
4489,Libya,LBY,1974,188776800.0,9337575.0,2432218,13.1072,32.8578
4522,Switzerland,CHE,1974,1103118200.0,41420920.0,6341381,7.44821,46.948
4523,Syria,SYR,1974,97559410.0,9654411.0,7302158,36.3119,33.5146
4556,Curacao,CUW,1974,257212770.0,11860753.0,154689,,
4557,Cyprus,CYP,1974,27323826.0,1928765.0,663265,33.3736,35.1676
4558,Democratic Republic of Congo,COD,1974,71618960.0,3364690.0,22418883,15.3222,-4.325
4559,Dominican Republic,DOM,1974,48889696.0,6409563.0,4914198,-69.8908,18.479
4528,Turkey,TUR,1974,844287000.0,60928644.0,40210234,32.3606,39.7153
4529,Turkmenistan,TKM,1974,434701500.0,24103364.0,2432032,58.3794,37.9509
4530,Uganda,UGA,1974,15456656.0,1189710.0,11424845,32.5729,0.314269
4531,Ukraine,UKR,1974,10025522000.0,551068350.0,48576573,30.5038,50.4536
4500,Nauru,NRU,1974,670512.0,98928.0,6944,166.920867,-0.5477
4501,Netherlands,NLD,1974,4148431400.0,159985140.0,13559671,4.89095,52.3738
4502,New Caledonia,NCL,1974,29688916.0,2780709.0,131460,166.464,-22.2677
4503,North Korea,PRK,1974,1115458600.0,101611500.0,16673124,125.754,39.0319
4504,North Macedonia,MKD,1974,112870980.0,7299646.0,1770550,21.4361,42.0024
4505,Pakistan,PAK,1974,344725300.0,21387398.0,67415487,72.8,30.5167
4538,Albania,ALB,1974,62729040.0,4341512.0,2399397,19.8172,41.3317
4539,Algeria,DZA,1974,258131260.0,31876660.0,15133508,3.05097,36.7397
4572,Grenada,GRD,1974,622880.0,36640.0,98501,-61.7449,12.0653
4573,Guinea,GIN,1974,12487142.0,839056.0,4580513,-13.7,9.51667
4574,Guyana,GUY,1974,22027968.0,1553536.0,738063,-58.1548,6.80461
4575,Honduras,HND,1974,20430540.0,1553346.0,3099844,-87.4667,15.1333
4544,Bahrain,BHR,1974,90002500.0,5400736.0,269047,50.5354,26.1921
4545,Bangladesh,BGD,1974,65461144.0,4653084.0,75839352,90.4113,23.7055
4546,Belarus,BLR,1974,1440768900.0,79510820.0,9265673,27.5766,53.9678
4547,Belgium,BEL,1974,7206126600.0,134950100.0,9735809,4.36761,50.8371
4516,Singapore,SGP,1974,158002960.0,21427072.0,2235079,103.85,1.28941
4517,Sint Maarten (Dutch part),SXM,1974,28479268.0,1313253.0,8514,,
4518,Somalia,SOM,1974,3180352.0,329760.0,4151851,45.3254,2.07515
4519,South Africa,ZAF,1974,4270044200.0,176544290.0,24989109,28.1871,-25.746
4520,Suriname,SUR,1974,20535858.0,1600990.0,393690,-55.1679,5.8232
4521,Sweden,SWE,1974,2338997200.0,79822840.0,8160636,18.0645,59.3327
4554,Congo,COG,1974,9352705.0,1623152.0,1582304,15.2662,-4.2767
4555,Croatia,HRV,1974,220551200.0,14333807.0,4533946,15.9614,45.8069
4588,Kuwait,KWT,1974,368637900.0,19312024.0,1038354,47.9824,29.3721
4589,Kyrgyzstan,KGZ,1974,295539200.0,16278700.0,3314025,74.6057,42.8851
4590,Lebanon,LBN,1974,79934630.0,7087861.0,2635185,35.5134,33.8872
4591,Liechtenstein,LIE,1974,1061758.0,109178.0,22826,9.52148,47.1411
4560,Ecuador,ECU,1974,79610530.0,6083555.0,6918571,-78.5243,-0.229498
4561,Egypt,EGY,1974,512485340.0,26089140.0,37969667,31.2461,30.0982
4562,Eswatini,SWZ,1974,3004480.0,311440.0,493004,31.4659,-26.5225
4563,Ethiopia,ETH,1974,18432920.0,1736261.0,30957277,38.7468,9.02274
4532,United Arab Emirates,ARE,1974,144548460.0,31301552.0,489098,54.3705,24.4764
4533,Uruguay,URY,1974,188219490.0,5677001.0,2853947,-56.0675,-34.8941
4534,Vanuatu,VUT,1974,729136.0,62288.0,97273,168.321,-17.7404
4535,Vietnam,VNM,1974,440471040.0,19058020.0,45413538,105.825,21.0069
4536,Zimbabwe,ZWE,1974,241124640.0,9047019.0,5908337,31.0672,-17.8312
4537,Afghanistan,AFG,1974,19165212.0,1913152.0,12469127,69.1761,34.5228
4570,Greece,GRC,1974,430384500.0,36061770.0,8929111,23.7166,37.9792
4571,Greenland,GRL,1974,7544176.0,556928.0,48647,-51.7214,64.1836
4604,Nigeria,NGA,1974,344447800.0,62235496.0,61679153,7.48906,9.05804
4605,Norway,NOR,1974,827625100.0,27690220.0,3985283,10.7387,59.9138
4606,Oman,OMN,1974,9456784.0,2333968.0,746995,58.5874,23.6105
4607,Palau,PLW,1974,1553536.0,194192.0,12711,134.479,7.34194
4576,Hong Kong,HKG,1974,114822670.0,10667250.0,4330727,114.109,22.3964
4577,Hungary,HUN,1974,2001019500.0,74000850.0,10453918,19.0408,47.4984
4578,India,IND,1974,5192671000.0,215853180.0,597041391,77.225,28.6353
4579,Indonesia,IDN,1974,1211281700.0,51226504.0,128555052,106.83,-6.19752
4548,Belize,BLZ,1974,1839328.0,153888.0,128200,-88.7713,17.2534
4549,Bermuda,BMU,1974,4488400.0,443344.0,53077,-64.706,32.3293
4550,Bosnia and Herzegovina,BIH,1974,203521170.0,13205290.0,3926471,18.4214,43.8607
4551,Brunei,BRN,1974,82985940.0,8178048.0,152669,114.946,4.94199
4552,Bulgaria,BGR,1974,996921860.0,71136530.0,8682750,23.3238,42.7105
4553,China,CHN,1974,14784657000.0,1028099840.0,900307580,116.286,40.0495
4586,Kenya,KEN,1974,64272844.0,4943558.0,13070078,36.8126,-1.27975
4587,Kiribati,KIR,1974,289456.0,32976.0,61235,172.979,1.32905
4620,Slovenia,SVN,1974,167887020.0,10868198.0,1801032,14.5044,46.0546
4621,Solomon Islands,SLB,1974,571584.0,65952.0,195056,159.949,-9.42676
4622,South Korea,KOR,1974,652919400.0,75550510.0,35287834,126.957,37.5323
4623,South Sudan,SSD,1974,4744508.0,457309.0,3723264,31.6,4.85
4592,Luxembourg,LUX,1974,283056260.0,14424045.0,351432,6.1296,49.61
4593,Macao,MAC,1974,2553808.0,267472.0,221395,113.55,22.1667
4594,Madagascar,MDG,1974,14495209.0,1186898.0,7509733,45.7167,-20.4667
4595,Maldives,MDV,1974,14656.0,3664.0,138994,73.5109,4.1742
4564,Finland,FIN,1974,680935500.0,46608372.0,4690366,24.9525,60.1608
4565,France,FRA,1974,20294890000.0,521906370.0,52504744,2.35097,48.8566
4566,French Polynesia,PYF,1974,2216720.0,216176.0,129974,-149.57,-17.535
4567,Gambia,GMB,1974,762112.0,62288.0,589093,-16.5885,13.4495
4568,Germany,DEU,1974,50025660000.0,1062726900.0,78996691,13.4115,52.5235
4569,Ghana,GHA,1974,37615060.0,2674720.0,10000528,-0.20795,5.57045
4602,Nicaragua,NIC,1974,21070256.0,1948297.0,2732073,-86.2734,12.1475
4603,Niger,NER,1974,2618423.0,288341.0,5174956,2.1073,13.514
4612,Romania,ROU,1974,2508580900.0,150607780.0,21033562,26.0979,44.4479
4613,Rwanda,RWA,1974,1192159.0,73280.0,4474235,30.0587,-1.95325
4614,Saint Kitts and Nevis,KNA,1974,455558.0,36640.0,43759,-62.7309,17.3
4615,Samoa,WSM,1974,516624.0,43968.0,149440,-171.752,-13.8314
4608,Panama,PAN,1974,45422810.0,3849259.0,1687932,-79.5188,8.99427
4609,Papua New Guinea,PNG,1974,10061344.0,1586512.0,2752679,147.194,-9.47357
4610,Paraguay,PRY,1974,10234038.0,951042.0,2625622,-57.6362,-25.3005
4611,Peru,PER,1974,473525250.0,21325154.0,14956554,-77.0465,-12.0931
4580,Iran,IRN,1974,2061425500.0,143775410.0,32796453,51.4447,35.6878
4581,Iraq,IRQ,1974,467080060.0,30909492.0,11167770,44.394,33.3302
4582,Ireland,IRL,1974,582696300.0,23293276.0,3132177,-6.26749,53.3441
4583,Israel,ISR,1974,239844670.0,19368960.0,3239987,35.2035,31.7717
4584,Italy,ITA,1974,5861208000.0,358252930.0,54821114,12.4823,41.8955
4585,Kazakhstan,KAZ,1974,3442204700.0,189012510.0,13454576,71.4382,51.1879
4618,Seychelles,SYC,1974,260144.0,54960.0,59765,55.4466,-4.6309
4619,Slovakia,SVK,1974,1746323100.0,53057760.0,4690647,17.1073,48.1484
4624,Spain,ESP,1974,2988466200.0,172665700.0,35361763,-3.70327,40.4167
4625,Sri Lanka,LKA,1974,63070980.0,2929301.0,13305697,79.8528,6.92148
4626,Sudan,SDN,1974,54169252.0,5221063.0,13580729,32.5363,15.5932
4627,Tajikistan,TJK,1974,168807100.0,9323925.0,3324503,68.7864,38.5878
4596,Mexico,MEX,1974,3162011600.0,154701440.0,57320150,-99.1276,19.427
4597,Moldova,MDA,1974,536054080.0,29701632.0,3793852,28.8497,47.0167
4598,Mongolia,MNG,1974,42084564.0,3740771.0,1446056,106.937,47.9129
4599,Morocco,MAR,1974,131446940.0,11098529.0,16733850,-6.8704,33.9905
4600,Nepal,NPL,1974,3704155.0,424875.0,13568436,85.3157,27.6939
4601,New Zealand,NZL,1974,550648300.0,18759972.0,3041223,174.776,-41.2865
4634,Yemen,YEM,1974,71370760.0,2245794.0,7896789,44.2075,15.352
4635,Zambia,ZMB,1974,95989040.0,4197161.0,4842750,28.2937,-15.3982
4476,Fiji,FJI,1974,7699078.0,670185.0,567498,178.399,-18.1149
4477,Gabon,GAB,1974,24248824.0,5448368.0,647699,9.45162,0.38832
4478,Georgia,GEO,1974,211095620.0,11684918.0,4944639,44.793,41.71
4479,Guatemala,GTM,1974,40287624.0,3065520.0,5981201,-90.5328,14.6248
4448,Benin,BEN,1974,4465041.0,406704.0,3362629,2.6323,6.4779
4449,Bhutan,BTN,1974,18320.0,3664.0,353548,89.6177,27.5768
4450,Bolivia,BOL,1974,44075984.0,3512944.0,5022480,-66.1936,-13.9908
4451,Botswana,BWA,1974,161216.0,87936.0,685455,25.9201,-24.6544
4458,Canada,CAN,1974,10350956000.0,389616930.0,22824085,-75.6919,45.4215
4459,Cape Verde,CPV,1974,849513.0,65952.0,302578,-23.5087,14.9218
4460,Central African Republic,CAF,1974,2675009.0,113584.0,2269345,21.6407,5.63056
4461,Chad,TCD,1974,2191798.0,150224.0,4078363,15.0445,12.1048
4462,Chile,CHL,1974,704523800.0,25877990.0,10505817,-70.6475,-33.475
4463,Colombia,COL,1974,575560640.0,36394428.0,22833475,-74.082,4.60987
4442,Antigua and Barbuda,ATG,1974,5890490.0,428688.0,64074,-61.8456,17.1175
4443,Armenia,ARM,1974,113594710.0,6304077.0,2686442,44.509,40.1596
4616,Saudi Arabia,SAU,1974,633556200.0,98701896.0,4323639,46.6977,24.6748
4617,Serbia,SRB,1974,591884900.0,38386000.0,7522491,20.4656,44.8024
4444,Austria,AUT,1974,2564722700.0,57294164.0,7597963,16.3798,48.2201
4445,Azerbaijan,AZE,1974,685669950.0,37893332.0,5572229,49.8932,40.3834
4446,Bahamas,BHS,1974,43212268.0,7379751.0,205357,-77.339,25.0661
4447,Barbados,BRB,1974,6342384.0,490976.0,250786,-59.6105,13.0935
4636,Angola,AGO,1975,42485740.0,4408811.0,6842952,13.242,-8.81155
4637,Antigua and Barbuda,ATG,1975,6597642.0,707152.0,63856,-61.8456,17.1175
4638,Armenia,ARM,1975,120228696.0,6633980.0,2743665,44.509,40.1596
4639,Australia,AUS,1975,4214227200.0,173101520.0,13893988,149.129,-35.282
4663,Estonia,EST,1975,552600450.0,30243048.0,1423506,24.7586,59.4392
4662,Equatorial Guinea,GNQ,1975,879360.0,62288.0,287912,8.7741,3.7523
4661,Dominica,DMA,1975,362736.0,29312.0,71589,-61.39,15.2976
4660,Djibouti,DJI,1975,2216720.0,197856.0,209922,43.1425,11.5806
4691,Nepal,NPL,1975,4055869.0,351714.0,13870692,85.3157,27.6939
4690,Mozambique,MOZ,1975,56281264.0,2882439.0,9540822,32.5713,-25.9664
4689,Morocco,MAR,1975,142512400.0,11065450.0,17150790,-6.8704,33.9905
4688,Mongolia,MNG,1975,46139136.0,4054571.2,1488301,106.937,47.9129
4687,Moldova,MDA,1975,567289860.0,31235812.0,3836949,28.8497,47.0167
4686,Mexico,MEX,1975,3326115300.0,164103580.0,58982403,-99.1276,19.427
4685,Mauritania,MRT,1975,4169632.0,509296.0,1277335,-15.9824,18.2367
4684,Malaysia,MYS,1975,299739000.0,19445158.0,11471914,101.684,3.12433
4683,Lithuania,LTU,1975,567074800.0,31332538.0,3295734,25.2799,54.6896
4682,Latvia,LVA,1975,365624450.0,20076246.0,2455780,24.1048,56.9465
4649,Burkina Faso,BFA,1975,2038328.0,219840.0,6147575,-1.53395,12.3605
4648,Bulgaria,BGR,1975,1069844030.0,72922190.0,8723145,23.3238,42.7105
4679,Kenya,KEN,1975,69242060.0,4969218.0,13511672,36.8126,-1.27975
4678,Jamaica,JAM,1975,81572950.0,8180667.0,2018985,-76.792,17.9927
4677,Italy,ITA,1975,6202260500.0,341052450.0,55166046,12.4823,41.8955
4676,Israel,ISR,1975,259385150.0,19540482.0,3318087,35.2035,31.7717
4707,Rwanda,RWA,1975,1368031.0,175872.0,4607728,30.0587,-1.95325
4706,Russia,RUS,1975,33459493000.0,1829451800.0,134136098,37.6176,55.7558
4705,Romania,ROU,1975,2670442200.0,161861600.0,21268070,26.0979,44.4479
4704,Portugal,PRT,1975,492573900.0,21275220.0,9182303,-9.13552,38.7072
4703,Poland,POL,1975,11397059000.0,374780100.0,33964400,21.02,52.26
4702,Peru,PER,1975,495452480.0,21927228.0,15333955,-77.0465,-12.0931
4701,Papua New Guinea,PNG,1975,11592896.0,1531552.0,2814827,147.194,-9.47357
4700,Panama,PAN,1975,50195870.0,4773063.0,1732393,-79.5188,8.99427
4699,Palau,PLW,1975,1747728.0,194192.0,12675,134.479,7.34194
4698,Pakistan,PAK,1975,367913150.0,23187848.0,69461179,72.8,30.5167
4665,Fiji,FJI,1975,8321659.0,622581.0,575919,178.399,-18.1149
4664,Faroe Islands,FRO,1975,3847200.0,348080.0,40591,-6.91181,61.8926
4695,Niger,NER,1975,2950932.0,332509.0,5317022,2.1073,13.514
4694,Nicaragua,NIC,1975,22996808.0,1926551.0,2816947,-86.2734,12.1475
4693,New Caledonia,NCL,1975,32216840.0,2527922.0,137471,166.464,-22.2677
4692,Netherlands,NLD,1975,4300956700.0,152525440.0,13680033,4.89095,52.3738
4723,Sudan,SDN,1975,58063188.0,3893935.0,14064803,32.5363,15.5932
4722,Sri Lanka,LKA,1975,65963964.0,2892985.0,13548989,79.8528,6.92148
4721,Spain,ESP,1975,3169519600.0,181053620.0,35795771,-3.70327,40.4167
4720,South Sudan,SSD,1975,5085572.0,341064.0,3821494,31.6,4.85
4719,South Korea,KOR,1975,734585200.0,81665790.0,35875741,126.957,37.5323
4718,South Africa,ZAF,1975,4455045600.0,185001220.0,25690943,28.1871,-25.746
4717,Slovenia,SVN,1975,179218880.0,11331867.0,1817595,14.5044,46.0546
4716,Slovakia,SVK,1975,1801847900.0,55524876.0,4739175,17.1073,48.1484
4715,Sint Maarten (Dutch part),SXM,1975,29430304.0,951035.0,9114,,
4714,Singapore,SGP,1975,181866600.0,23863632.0,2268532,103.85,1.28941
4681,Kyrgyzstan,KGZ,1975,312648640.0,17109430.0,3381368,74.6057,42.8851
4680,Kiribati,KIR,1975,322432.0,32976.0,61011,172.979,1.32905
4711,Saudi Arabia,SAU,1975,716817150.0,83260890.0,4556289,46.6977,24.6748
4710,Samoa,WSM,1975,575248.0,58624.0,153353,-171.752,-13.8314
4709,Saint Vincent and the Grenadines,VCT,1975,447008.0,32976.0,100404,-61.2653,13.2035
4708,Saint Lucia,LCA,1975,820736.0,76944.0,110740,-60.9832,14.0
4739,Argentina,ARG,1975,2048135200.0,94845480.0,25874106,-58.4173,-34.6118
4738,Algeria,DZA,1975,290132480.0,32001206.0,15678603,3.05097,36.7397
4737,Albania,ALB,1975,67320210.0,4591172.0,2454861,19.8172,41.3317
4736,Afghanistan,AFG,1975,21286594.0,2121383.0,12773966,69.1761,34.5228
4735,Zimbabwe,ZWE,1975,249435550.0,8310912.0,6098653,31.0672,-17.8312
4734,Zambia,ZMB,1975,100065260.0,4076219.0,4990087,28.2937,-15.3982
4733,Yemen,YEM,1975,73539610.0,2168850.0,8133602,44.2075,15.352
4732,Vietnam,VNM,1975,462242430.0,21771390.0,46482905,105.825,21.0069
4731,Venezuela,VEN,1975,1775466800.0,63750450.0,13215889,-69.8371,9.08165
4730,United Kingdom,GBR,1975,54688670000.0,603247040.0,56220139,-0.126236,51.5002
4697,North Macedonia,MKD,1975,120480960.0,7609991.0,1797972,21.4361,42.0024
4696,North Korea,PRK,1975,1223082200.0,107623760.0,16971055,125.754,39.0319
4727,Togo,TGO,1975,3925745.0,311440.0,2574622,1.2255,6.1228
4726,Thailand,THA,1975,237540290.0,24253886.0,40939999,100.521,13.7308
4725,Switzerland,CHE,1975,1142164100.0,39045844.0,6338600,7.44821,46.948
4724,Suriname,SUR,1975,22554604.0,2018745.0,391182,-55.1679,5.8232
4755,Chad,TCD,1975,2374998.0,183200.0,4167237,15.0445,12.1048
4754,Cape Verde,CPV,1975,926457.0,76944.0,305853,-23.5087,14.9218
4753,Cameroon,CMR,1975,11332290.0,1160537.0,7397126,11.5174,3.8721
4752,Cambodia,KHM,1975,6990871.0,47632.0,6581373,104.874,11.5556
4751,Burundi,BDI,1975,1064865.0,76944.0,3796617,29.3639,-3.3784
4750,Brunei,BRN,1975,90061120.0,7075184.0,158081,114.946,4.94199
4749,British Virgin Islands,VGB,1975,208848.0,25648.0,10627,-64.623056,18.431389
4748,Brazil,BRA,1975,1946468400.0,150326580.0,107619567,-47.9292,-15.7801
4747,Botswana,BWA,1975,348080.0,186864.0,720389,25.9201,-24.6544
4746,Bosnia and Herzegovina,BIH,1975,217299310.0,13778142.0,3965749,18.4214,43.8607
4713,Sierra Leone,SLE,1975,10127296.0,523952.0,2974659,-13.2134,8.4821
4712,Senegal,SEN,1975,22324876.0,2578000.0,5170812,-17.4734,14.7247
4743,Bahamas,BHS,1975,51458388.0,8246118.5,209897,-77.339,25.0661
4742,Azerbaijan,AZE,1975,725516700.0,39846744.0,5669260,49.8932,40.3834
4741,Austria,AUT,1975,2618936300.0,54213684.0,7577833,16.3798,48.2201
4740,Aruba,ABW,1975,17660984.0,570712.0,60825,-70.0167,12.5167
4771,Ghana,GHA,1975,40025972.0,2410912.0,10294312,-0.20795,5.57045
4770,Gambia,GMB,1975,861040.0,98928.0,606829,-16.5885,13.4495
4769,French Polynesia,PYF,1975,2429232.0,212512.0,134055,-149.57,-17.535
4768,France,FRA,1975,20778162000.0,483271550.0,52746324,2.35097,48.8566
4767,Ethiopia,ETH,1975,19641446.0,1208526.0,31723255,38.7468,9.02274
4766,Eswatini,SWZ,1975,3341568.0,337088.0,507675,31.4659,-26.5225
4765,El Salvador,SLV,1975,25571208.0,2105463.0,4120451,-89.2073,13.7034
4764,Egypt,EGY,1975,543545300.0,31059912.0,38875326,31.2461,30.0982
4763,Ecuador,ECU,1975,86965430.0,7354905.0,7118258,-78.5243,-0.229498
4762,Dominican Republic,DOM,1975,55222376.0,6332680.0,5046783,-69.8908,18.479
4729,Tunisia,TUN,1975,70308136.0,5544025.0,5839266,10.21,36.7899
4728,Trinidad and Tobago,TTO,1975,313782900.0,9613296.0,1053468,-61.4789,10.6596
4759,Czechia,CZE,1975,5623200000.0,173668350.0,10030787,14.4205,50.0878
4758,Curacao,CUW,1975,265802110.0,8589351.0,155208,,
4757,Cuba,CUB,1975,475187420.0,27039482.0,9479729,-82.3667,23.1333
4756,Congo,COG,1975,10451905.0,1099200.0,1627033,15.2662,-4.2767
4787,Laos,LAO,1975,4700912.0,252815.98,3005524,102.177,18.5826
4786,Kuwait,KWT,1975,385450850.0,16812936.0,1104869,47.9824,29.3721
4785,Kazakhstan,KAZ,1975,3640749300.0,198544620.0,13700850,71.4382,51.1879
4784,Jordan,JOR,1975,28437414.0,2489202.0,1899059,35.9263,31.9497
4783,Japan,JPN,1975,14660655000.0,869796400.0,113321197,139.77,35.67
4782,Iraq,IRQ,1975,500200320.0,33120258.0,11543643,44.394,33.3302
4781,Iran,IRN,1975,2200639500.0,139213970.0,33802971,51.4447,35.6878
4780,Indonesia,IDN,1975,1265214200.0,53932536.0,131843848,106.83,-6.19752
4779,India,IND,1975,5426880500.0,234209120.0,611309536,77.225,28.6353
4778,Hong Kong,HKG,1975,125830670.0,11008001.0,4438382,114.109,22.3964
4745,Benin,BEN,1975,4908385.0,443344.0,3445406,2.6323,6.4779
4744,Belarus,BLR,1975,1524350800.0,83582000.0,9324290,27.5766,53.9678
4775,Guinea-Bissau,GNB,1975,1124848.0,113584.0,650972,-15.1804,11.8037
4774,Guinea,GIN,1975,13329862.0,842720.0,4653877,-13.7,9.51667
4773,Guatemala,GTM,1975,43807150.0,3519529.0,6128733,-90.5328,14.6248
4772,Greenland,GRL,1975,8049808.0,505631.97,49189,-51.7214,64.1836
4803,New Zealand,NZL,1975,568918600.0,18270304.0,3094039,174.776,-41.2865
4802,Nauru,NRU,1975,773104.0,102592.0,7013,166.920867,-0.5477
4801,Myanmar,MMR,1975,118538080.0,4582922.0,30176563,95.9562,21.914
4800,Montenegro,MNE,1975,21442620.0,1359863.0,557156,19.2595,42.4602
4799,Mauritius,MUS,1975,8855888.0,589904.0,888031,57.4977,-20.1605
4798,Malta,MLT,1975,11897008.0,666848.0,333458,14.5189,35.9042
4797,Mali,MLI,1975,3333676.0,340544.0,6837265,-7.50034,13.5667
4796,Maldives,MDV,1975,21984.0,7328.0,143169,73.5109,4.1742
4795,Malawi,MWI,1975,10602409.0,578272.0,5287371,33.7703,-13.9899
4794,Madagascar,MDG,1975,16187739.0,1692530.0,7739341,45.7167,-20.4667
4761,Denmark,DNK,1975,1706951200.0,55708652.0,5060403,12.5681,55.6763
4760,Democratic Republic of Congo,COD,1975,74851740.0,3232786.0,23021102,15.3222,-4.325
4791,Liechtenstein,LIE,1975,1199219.0,137461.0,23223,9.52148,47.1411
4790,Libya,LBY,1975,200345220.0,11568416.0,2571563,13.1072,32.8578
4789,Liberia,LBR,1975,15320201.0,1483563.0,1670914,-10.7957,6.30039
4788,Lebanon,LBN,1975,86199736.0,6265099.0,2693197,35.5134,33.8872
4819,Tanzania,TZA,1975,32048344.0,2281601.0,16138364,35.7382,-6.17486
4818,Tajikistan,TJK,1975,178612140.0,9805042.0,3430428,68.7864,38.5878
4817,Syria,SYR,1975,108730590.0,11171188.0,7554368,36.3119,33.5146
4816,Sweden,SWE,1975,2419757300.0,80760120.0,8192641,18.0645,59.3327
4815,Somalia,SOM,1975,3682320.0,501968.03,4257539,45.3254,2.07515
4814,Solomon Islands,SLB,1975,630208.0,58624.0,200759,159.949,-9.42676
4813,Seychelles,SYC,1975,318768.0,58624.0,61236,55.4466,-4.6309
4812,Serbia,SRB,1975,631926700.0,40041764.0,7572433,20.4656,44.8024
4811,Sao Tome and Principe,STP,1975,252816.0,18320.0,86722,6.6071,0.20618
4810,Saint Kitts and Nevis,KNA,1975,488534.0,32976.0,43628,-62.7309,17.3
4777,Haiti,HTI,1975,7805124.0,483024.0,5099095,-72.3288,18.5392
4776,Guyana,GUY,1975,23852640.0,1824672.0,745407,-58.1548,6.80461
4807,Paraguay,PRY,1975,11070525.0,836487.0,2691649,-57.6362,-25.3005
4806,Oman,OMN,1975,16707840.0,7251056.0,778871,58.5874,23.6105
4805,Norway,NOR,1975,858227200.0,30602088.0,4007368,10.7387,59.9138
4804,Nigeria,NGA,1975,391799500.0,47351670.0,63410821,7.48906,9.05804
4829,Vanuatu,VUT,1975,784096.0,54960.0,100288,168.321,-17.7404
4828,Uzbekistan,UZB,1975,1399344400.0,77268720.0,13598521,69.269,41.3052
4827,Uruguay,URY,1975,194181890.0,5962407.0,2872328,-56.0675,-34.8941
4826,United States,USA,1975,177148480000.0,4478563000.0,219129299,-77.032,38.8895
4793,Macao,MAC,1975,2850592.0,296784.0,223951,113.55,22.1667
4792,Luxembourg,LUX,1975,294920160.0,11863886.0,353686,6.1296,49.61
4825,United Arab Emirates,ARE,1975,175593540.0,31045072.0,542868,54.3705,24.4764
4824,Ukraine,UKR,1975,10604750000.0,579227700.0,48865230,30.5038,50.4536
4823,Uganda,UGA,1975,16585250.0,1128594.0,11725240,32.5729,0.314269
4822,Turkmenistan,TKM,1975,460056220.0,25354708.0,2494573,58.3794,37.9509
4821,Turkey,TUR,1975,909706300.0,65419330.0,41053123,32.3606,39.7153
4820,Tonga,TON,1975,337088.0,32976.0,93032,-175.216,-21.136
4809,Qatar,QAT,1975,111535210.0,10947378.0,193103,51.5082,25.2948
4808,Philippines,PHL,1975,376342370.0,32482444.0,42120830,121.035,14.5515
4647,Bolivia,BOL,1975,48130964.0,4054978.8,5137540,-66.1936,-13.9908
4646,Bhutan,BTN,1975,21984.0,3664.0,365800,89.6177,27.5768
4645,Bermuda,BMU,1975,4946400.0,458000.0,53148,-64.706,32.3293
4644,Belize,BLZ,1975,2015200.0,175872.0,130403,-88.7713,17.2534
4675,Ireland,IRL,1975,604744060.0,22047718.0,3180119,-6.26749,53.3441
4674,Iceland,ISL,1975,37008600.0,1613472.0,218029,-21.8952,64.1353
4673,Hungary,HUN,1975,2076295000.0,75275540.0,10515654,19.0408,47.4984
4672,Honduras,HND,1975,22091312.0,1660773.0,3193239,-87.4667,15.1333
4671,Grenada,GRD,1975,670512.0,47632.0,98144,-61.7449,12.0653
