index,Entity,Code,Year,cumulative_emissions_total,emissions_total,population,longitude,latitude
10177,Tanzania,TZA,2002,96047620.0,3485616.0,36121301,35.7382,-6.17486
10178,Turkey,TUR,2002,4743712000.0,221225650.0,67048792,32.3606,39.7153
10179,Turks and Caicos Islands,TCA,2002,1110192.0,150224.0,20619,-71.141389,21.4602778
10182,Uruguay,URY,2002,325360860.0,4557757.0,3278868,-56.0675,-34.8941
10183,Uzbekistan,UZB,2002,4174066400.0,132575224.0,25399987,69.269,41.3052
10184,Vietnam,VNM,2002,1224355600.0,69527790.0,78772227,105.825,21.0069
10157,Norway,NOR,2002,1833210400.0,42553000.0,4538016,10.7387,59.9138
10158,Pakistan,PAK,2002,2079750100.0,112900210.0,163222552,72.8,30.5167
10159,Palau,PLW,2002,6650160.0,212512.0,19527,134.479,7.34194
9996,Chad,TCD,2002,10698231.0,527549.0,9116195,15.0445,12.1048
10001,Curacao,CUW,2002,432051040.0,4898910.0,145911,,
10002,Czechia,CZE,2002,9932836000.0,123967850.0,10239474,14.4205,50.0878
10003,Dominican Republic,DOM,2002,353978400.0,20949130.0,8852231,-69.8908,18.479
10036,Maldives,MDV,2002,4843808.0,593568.0,291631,73.5109,4.1742
10037,Marshall Islands,MHL,2002,1000272.0,109920.0,51441,171.135,7.11046
10006,Estonia,EST,2002,1323247600.0,15357951.0,1379438,24.7586,59.4392
10007,Ethiopia,ETH,2002,86448216.0,4431687.0,71635521,38.7468,9.02274
10008,Faroe Islands,FRO,2002,18737696.0,725472.0,46852,-6.91181,61.8926
10009,French Polynesia,PYF,2002,15187280.0,725472.0,247785,-149.57,-17.535
10010,Gambia,GMB,2002,6104224.0,296784.0,1535700,-16.5885,13.4495
10011,Ghana,GHA,2002,142665500.0,6483251.0,20729392,-0.20795,5.57045
10012,Greece,GRC,2002,2443674600.0,105000510.0,10890287,23.7166,37.9792
9981,Afghanistan,AFG,2002,74859570.0,1340995.0,21378123,69.1761,34.5228
9982,Albania,ALB,2002,204010930.0,3748272.0,3134095,19.8172,41.3317
9983,Algeria,DZA,2002,2302662100.0,90692380.0,31750832,3.05097,36.7397
9984,Andorra,AND,2002,5964992.0,531280.0,66528,1.5218,42.5075
10017,Hong Kong,HKG,2002,862074750.0,39485080.0,6821412,114.109,22.3964
10018,Hungary,HUN,2002,4088415700.0,58841988.0,10138461,19.0408,47.4984
10019,Iceland,ISL,2002,95266150.0,2992441.0,287609,-21.8952,64.1353
10052,North Korea,PRK,2002,4194420200.0,68641600.0,23943975,125.754,39.0319
10053,Oman,OMN,2002,364530020.0,26842018.0,2337144,58.5874,23.6105
10022,Iran,IRN,2002,8169234000.0,397031420.0,68011318,51.4447,35.6878
10023,Ireland,IRL,2002,1479125000.0,46081388.0,3928441,-6.26749,53.3441
10024,Israel,ISR,2002,1247777000.0,59301356.0,6387714,35.2035,31.7717
10025,Italy,ITA,2002,17284973000.0,477105500.0,57420636,12.4823,41.8955
10026,Japan,JPN,2002,43587584000.0,1278994700.0,127484599,139.77,35.67
10027,Jordan,JOR,2002,293858850.0,16420437.0,5616077,35.9263,31.9497
10028,Kuwait,KWT,2002,1857369700.0,59985930.0,2059983,47.9824,29.3721
9997,Chile,CHL,2002,1657558700.0,54835572.0,15857926,-70.6475,-33.475
9998,Colombia,COL,2002,2039217900.0,55901212.0,40324684,-74.082,4.60987
9999,Cote d'Ivoire,CIV,2002,190516000.0,7450165.0,18654772,-4.0305,5.332
10000,Croatia,HRV,2002,746170900.0,21916044.0,4305783,15.9614,45.8069
10033,Luxembourg,LUX,2002,565560060.0,9978711.0,446392,6.1296,49.61
10034,Malawi,MWI,2002,30045964.0,856235.0,11880443,33.7703,-13.9899
10035,Malaysia,MYS,2002,2074353200.0,132035230.0,24102477,101.684,3.12433
10068,Singapore,SGP,2002,1234150300.0,40208400.0,4146898,103.85,1.28941
10069,Slovakia,SVK,2002,3221407000.0,42095276.0,5377685,17.1073,48.1484
10038,Mauritania,MRT,2002,34012748.0,1249424.0,2738659,-15.9824,18.2367
10039,Mauritius,MUS,2002,45495890.0,2883568.0,1234090,57.4977,-20.1605
10040,Micronesia (country),FSM,2002,1875968.0,150224.0,112464,158.185,6.91771
10041,Moldova,MDA,2002,1247322800.0,4051736.0,4142937,28.8497,47.0167
10042,Mongolia,MNG,2002,263814770.0,8196567.5,2500074,106.937,47.9129
10043,Morocco,MAR,2002,763098600.0,37306284.0,29198146,-6.8704,33.9905
10044,Myanmar,MMR,2002,286304640.0,9328067.0,46232656,95.9562,21.914
10013,Greenland,GRL,2002,22262442.0,580141.0,56617,-51.7214,64.1836
10014,Guinea,GIN,2002,43345350.0,1623152.0,8674072,-13.7,9.51667
10015,Guinea-Bissau,GNB,2002,5569280.0,153888.0,1289317,-15.1804,11.8037
10016,Guyana,GUY,2002,64746544.0,1714752.0,763657,-58.1548,6.80461
10049,Nicaragua,NIC,2002,91421930.0,3989804.0,5149914,-86.2734,12.1475
10050,Niger,NER,2002,21463818.0,684661.0,12349150,2.1073,13.514
10051,Nigeria,NGA,2002,2249546800.0,90479200.0,133471995,7.48906,9.05804
10084,United Arab Emirates,ARE,2002,1756203900.0,84649070.0,3956829,54.3705,24.4764
10085,United Kingdom,GBR,2002,70266855000.0,560273200.0,59540764,-0.126236,51.5002
10054,Palestine,PSE,2002,14399520.0,1154160.0,3322369,,
10055,Panama,PAN,2002,158226670.0,5821097.0,3129343,-79.5188,8.99427
10056,Papua New Guinea,PNG,2002,72501440.0,3662442.0,5924010,147.194,-9.47357
10057,Poland,POL,2002,22011314000.0,306122940.0,38229407,21.02,52.26
10058,Portugal,PRT,2002,1618948400.0,69582310.0,10413045,-9.13552,38.7072
10059,Qatar,QAT,2002,714468300.0,45066684.0,711215,51.5082,25.2948
10060,Saint Kitts and Nevis,KNA,2002,3020358.0,197856.0,46048,-62.7309,17.3
10029,Kyrgyzstan,KGZ,2002,693522500.0,4917247.0,5116252,74.6057,42.8851
10030,Laos,LAO,2002,17498128.0,1165768.0,5610888,102.177,18.5826
10031,Lebanon,LBN,2002,345994300.0,16243744.0,4463505,35.5134,33.8872
10032,Lithuania,LTU,2002,1312953200.0,12701483.0,3444051,25.2799,54.6896
10065,Senegal,SEN,2002,108599510.0,4436925.0,10466216,-17.4734,14.7247
10066,Seychelles,SYC,2002,5294480.0,348080.0,85878,55.4466,-4.6309
10067,Sierra Leone,SLE,2002,22379712.0,501968.03,4971435,-13.2134,8.4821
10100,Belgium,BEL,2002,10582597000.0,126863560.0,10332975,4.36761,50.8371
10101,Bolivia,BOL,2002,243387330.0,10403424.0,8900358,-66.1936,-13.9908
10070,Slovenia,SVN,2002,578817860.0,16564693.0,1991571,14.5044,46.0546
10071,Somalia,SOM,2002,21806346.0,556928.0,9550069,45.3254,2.07515
10072,Sudan,SDN,2002,168107440.0,7633498.0,29228728,32.5363,15.5932
10073,Suriname,SUR,2002,75621920.0,1560114.0,496566,-55.1679,5.8232
10074,Sweden,SWE,2002,4127993300.0,56685396.0,8925045,18.0645,59.3327
10075,Switzerland,CHE,2002,2277192200.0,43466810.0,7278744,7.44821,46.948
10076,Thailand,THA,2002,2759290400.0,184665470.0,64266433,100.521,13.7308
10045,Namibia,NAM,2002,19793036.0,1971232.0,1889976,17.0931,-22.5648
10046,Nauru,NRU,2002,3935136.0,76944.0,10105,166.920867,-0.5477
10047,Nepal,NPL,2002,39833930.0,2596383.0,25328989,85.3157,27.6939
10048,New Zealand,NZL,2002,1239052300.0,34541836.0,3951116,174.776,-41.2865
10081,Turkmenistan,TKM,2002,1329479800.0,30130800.0,4769473,58.3794,37.9509
10082,Uganda,UGA,2002,39918348.0,1446221.0,25532872,32.5729,0.314269
10083,Ukraine,UKR,2002,25583036000.0,295900900.0,48677280,30.5038,50.4536
10116,Cuba,CUB,2002,1240976000.0,25153586.0,11177422,-82.3667,23.1333
10117,Cyprus,CYP,2002,155930880.0,7167065.0,981443,33.3736,35.1676
10086,Vanuatu,VUT,2002,2583120.0,80608.0,195871,168.321,-17.7404
10087,Venezuela,VEN,2002,4717752000.0,164152850.0,25435674,-69.8371,9.08165
10088,Yemen,YEM,2002,315642750.0,16581434.0,20835092,44.2075,15.352
10089,Zambia,ZMB,2002,173389230.0,1960891.0,10647955,28.2937,-15.3982
10090,Zimbabwe,ZWE,2002,600012900.0,11895839.0,12087661,31.0672,-17.8312
10091,Antigua and Barbuda,ATG,2002,14416618.0,406704.0,77049,-61.8456,17.1175
10092,Argentina,ARG,2002,5217314000.0,124931020.0,38029345,-58.4173,-34.6118
10061,Saint Vincent and the Grenadines,VCT,2002,2861584.0,186864.0,113365,-61.2653,13.2035
10062,Samoa,WSM,2002,3213328.0,161216.0,184482,-171.752,-13.8314
10063,Sao Tome and Principe,STP,2002,1502240.0,58624.0,149932,6.6071,0.20618
10064,Saudi Arabia,SAU,2002,6482866700.0,347096580.0,17910909,46.6977,24.6748
10097,Bahrain,BHR,2002,433414500.0,20111696.0,752205,50.5354,26.1921
10098,Barbados,BRB,2002,32231412.0,1316816.0,264155,-59.6105,13.0935
10099,Belarus,BLR,2002,3857742600.0,53844144.0,9873451,27.5766,53.9678
10132,Germany,DEU,2002,78046540000.0,898834300.0,82068328,13.4115,52.5235
10133,Grenada,GRD,2002,3587056.0,205184.0,108414,-61.7449,12.0653
10102,Bosnia and Herzegovina,BIH,2002,606762750.0,14172601.0,4188006,18.4214,43.8607
10103,Botswana,BWA,2002,60708490.0,3975440.0,1744765,25.9201,-24.6544
10104,Brazil,BRA,2002,8217536000.0,347765020.0,178503485,-47.9292,-15.7801
10105,British Virgin Islands,VGB,2002,2088480.0,142896.0,21454,-64.623056,18.431389
10106,Brunei,BRN,2002,231965810.0,4669874.0,340108,114.946,4.94199
10107,Bulgaria,BGR,2002,2976386000.0,46235468.0,7861949,23.3238,42.7105
10108,Burkina Faso,BFA,2002,18977860.0,1070929.0,12680904,-1.53395,12.3605
10077,Togo,TGO,2002,29908616.0,1322471.0,5413279,1.2255,6.1228
10078,Tonga,TON,2002,2161760.0,102592.0,103888,-175.216,-21.136
10079,Trinidad and Tobago,TTO,2002,811962800.0,28701796.0,1332017,-61.4789,10.6596
10080,Tunisia,TUN,2002,436974560.0,20680184.0,9971521,10.21,36.7899
10113,Comoros,COM,2002,2037184.0,106256.0,558927,43.2418,-11.6986
10114,Congo,COG,2002,62968770.0,2720283.0,3350770,15.2662,-4.2767
10115,Costa Rica,CRI,2002,119817500.0,6245400.0,4075710,-84.0089,9.63701
10148,Madagascar,MDG,2002,48463500.0,1235809.0,17549915,45.7167,-20.4667
10149,Mali,MLI,2002,18526400.0,1209120.0,12288051,-7.50034,13.5667
10118,Democratic Republic of Congo,COD,2002,161600450.0,1734094.0,53750529,15.3222,-4.325
10119,Denmark,DNK,2002,3288570400.0,55544424.0,5375967,12.5681,55.6763
10120,Djibouti,DJI,2002,11094592.0,399376.0,795576,43.1425,11.5806
10121,Dominica,DMA,2002,1945584.0,102592.0,68385,-61.39,15.2976
10122,East Timor,TLS,2002,814095.0,261882.0,879170,125.567,-8.56667
10123,Ecuador,ECU,2002,577389760.0,24827052.0,13138473,-78.5243,-0.229498
10124,El Salvador,SLV,2002,116490000.0,6069883.0,5986629,-89.2073,13.7034
10093,Aruba,ABW,2002,40232504.0,2436560.0,91393,-70.0167,12.5167
10094,Austria,AUT,2002,4240815000.0,71969400.0,8081640,16.3798,48.2201
10095,Azerbaijan,AZE,2002,1879440900.0,28570334.0,8326141,49.8932,40.3834
10096,Bahamas,BHS,2002,130556240.0,2037184.0,331625,-77.339,25.0661
10129,France,FRA,2002,32317250000.0,405946530.0,60327247,2.35097,48.8566
10130,Gabon,GAB,2002,183880340.0,6250311.0,1345142,9.45162,0.38832
10131,Georgia,GEO,2002,522789500.0,3348291.0,4127854,44.793,41.71
10164,Russia,RUS,2002,86558490000.0,1506788000.0,145939502,37.6176,55.7558
10165,Rwanda,RWA,2002,15086168.0,518871.0,8400185,30.0587,-1.95325
10134,Guatemala,GTM,2002,195152750.0,10721662.0,12246923,-90.5328,14.6248
10135,Haiti,HTI,2002,33848340.0,1785235.0,8607648,-72.3288,18.5392
10136,Honduras,HND,2002,102232420.0,5945282.0,6938866,-87.4667,15.1333
10137,Iraq,IRQ,2002,2118726000.0,96539910.0,26006558,44.394,33.3302
10138,Jamaica,JAM,2002,292652860.0,10202580.0,2640582,-76.792,17.9927
10139,Kazakhstan,KAZ,2002,9280628000.0,157524850.0,15656680,71.4382,51.1879
10140,Kenya,KEN,2002,240415180.0,7890697.0,32629809,36.8126,-1.27975
10109,Burundi,BDI,2002,6604833.0,212512.0,6824139,29.3639,-3.3784
10110,Cambodia,KHM,2002,32411704.0,2150768.0,12855249,104.874,11.5556
10111,Cape Verde,CPV,2002,5297303.0,381056.0,467056,-23.5087,14.9218
10112,China,CHN,2002,83555580000.0,4103046400.0,1286866835,116.286,40.0495
10145,Libya,LBY,2002,1227766300.0,52524996.0,5508412,13.1072,32.8578
10146,Liechtenstein,LIE,2002,6075632.0,220018.0,33770,9.52148,47.1411
10147,Macao,MAC,2002,27912352.0,1388656.0,456026,113.55,22.1667
10180,Tuvalu,TUV,2002,80608.0,10992.0,9645,179.089567,-8.6314877
10181,United States,USA,2002,316221720000.0,5946308000.0,287084335,-77.032,38.8895
10150,Malta,MLT,2002,62983104.0,2747227.0,405571,14.5189,35.9042
10151,Mexico,MEX,2002,11767672000.0,410301060.0,101548627,-99.1276,19.427
10152,Montenegro,MNE,2002,65656350.0,1766249.0,633767,19.2595,42.4602
10153,Mozambique,MOZ,2002,99158550.0,1537057.0,18958338,32.5713,-25.9664
10154,Netherlands,NLD,2002,8747130000.0,176525380.0,16288060,4.89095,52.3738
10155,New Caledonia,NCL,2002,79505710.0,2392238.0,232239,166.464,-22.2677
10156,North Macedonia,MKD,2002,368230430.0,7833742.0,2074482,21.4361,42.0024
10125,Equatorial Guinea,GNQ,2002,21292364.0,2761457.0,797968,8.7741,3.7523
10126,Eswatini,SWZ,2002,22280784.0,1080880.0,1059456,31.4659,-26.5225
10127,Fiji,FJI,2002,28009374.0,835392.0,858057,178.399,-18.1149
10128,Finland,FIN,2002,2207423000.0,65049004.0,5200548,24.9525,60.1608
10161,Peru,PER,2002,1138169700.0,25439410.0,27288211,-77.0465,-12.0931
10162,Philippines,PHL,2002,1633388500.0,70069256.0,83068889,121.035,14.5515
10163,Romania,ROU,2002,6970449400.0,99298504.0,21770020,26.0979,44.4479
10166,Saint Lucia,LCA,2002,6170176.0,359072.0,161655,-60.9832,14.0
10167,Serbia,SRB,2002,1933411000.0,52229868.0,7616741,20.4656,44.8024
10168,Sint Maarten (Dutch part),SXM,2002,47837816.0,542420.0,30986,,
10169,Solomon Islands,SLB,2002,4924416.0,245488.0,457676,159.949,-9.42676
10170,South Africa,ZAF,2002,12876400000.0,356523140.0,48019414,28.1871,-25.746
10171,South Korea,KOR,2002,7790585300.0,476064900.0,47299118,126.957,37.5323
10172,South Sudan,SSD,2002,14656903.0,652034.0,6596810,31.6,4.85
10141,Kiribati,KIR,2002,1044240.0,36640.0,92281,172.979,1.32905
10142,Latvia,LVA,2002,814844160.0,7520418.0,2311358,24.1048,56.9465
10143,Lesotho,LSO,2002,22368720.0,1905280.0,1994686,27.7167,-29.5208
10336,Kuwait,KWT,2003,1919706100.0,62336440.0,2109886,47.9824,29.3721
10335,Kiribati,KIR,2003,1084544.0,40304.0,94189,172.979,1.32905
10334,Kenya,KEN,2003,247112620.0,6697443.0,33652233,36.8126,-1.27975
10333,Japan,JPN,2003,44875080000.0,1287494900.0,127671254,139.77,35.67
10364,Slovakia,SVK,2003,3263831800.0,42424824.0,5376197,17.1073,48.1484
10363,Sao Tome and Principe,STP,2003,1568192.0,65952.0,153824,6.6071,0.20618
10362,Saint Vincent and the Grenadines,VCT,2003,3059440.0,197856.0,113149,-61.2653,13.2035
10361,Rwanda,RWA,2003,15595268.0,509100.03,8586878,30.0587,-1.95325
10360,Qatar,QAT,2003,760983230.0,46514956.0,744690,51.5082,25.2948
10359,Portugal,PRT,2003,1683430000.0,64481772.0,10454246,-9.13552,38.7072
10358,Philippines,PHL,2003,1703496000.0,70107460.0,84731836,121.035,14.5515
10388,Zambia,ZMB,2003,175463650.0,2074413.0,10983604,28.2937,-15.3982
10355,Panama,PAN,2003,164316670.0,6090004.0,3189813,-79.5188,8.99427
10354,Palestine,PSE,2003,15678256.0,1278736.0,3398071,,
10353,Pakistan,PAK,2003,2197212000.0,117461680.0,167110250,72.8,30.5167
10320,Gambia,GMB,2003,6401008.0,296784.0,1577619,-16.5885,13.4495
10349,Namibia,NAM,2003,21885180.0,2092144.0,1917469,17.0931,-22.5648
10380,Turkmenistan,TKM,2003,1370047400.0,40567560.0,4863871,58.3794,37.9509
10379,Turkey,TUR,2003,4980477400.0,236765650.0,67831735,32.3606,39.7153
10378,Tunisia,TUN,2003,458116900.0,21142334.0,10071638,10.21,36.7899
10377,Trinidad and Tobago,TTO,2003,844354100.0,32391288.0,1338718,-61.4789,10.6596
10376,Tonga,TON,2003,2279008.0,117248.0,104481,-175.216,-21.136
10375,Togo,TGO,2003,31713348.0,1804731.0,5552169,1.2255,6.1228
10374,Thailand,THA,2003,2950378000.0,191087740.0,64868164,100.521,13.7308
10368,Sri Lanka,LKA,2003,220399070.0,10953041.0,19951521,79.8528,6.92148
10367,South Africa,ZAF,2003,13280809000.0,404409660.0,48500351,28.1871,-25.746
10366,Somalia,SOM,2003,22366938.0,560592.0,9909161,45.3254,2.07515
10365,Slovenia,SVN,2003,595089400.0,16271549.0,1992499,14.5044,46.0546
10384,Uruguay,URY,2003,329887740.0,4526888.0,3281188,-56.0675,-34.8941
10383,United Arab Emirates,ARE,2003,1862647000.0,106443120.0,4192465,54.3705,24.4764
10382,Ukraine,UKR,2003,25890281000.0,307245380.0,48315133,30.5038,50.4536
10369,Sudan,SDN,2003,176622660.0,8515221.0,29896038,32.5363,15.5932
10197,Cape Verde,CPV,2003,5711335.0,414032.0,473384,-23.5087,14.9218
10196,Cameroon,CMR,2003,131213790.0,5704622.0,16160340,11.5174,3.8721
10188,Argentina,ARG,2003,5351795000.0,134481250.0,38424283,-58.4173,-34.6118
10187,Antigua and Barbuda,ATG,2003,14845306.0,428688.0,77896,-61.8456,17.1175
10186,Algeria,DZA,2003,2397243000.0,94580616.0,32175813,3.05097,36.7397
10185,Afghanistan,AFG,2003,76419170.0,1559602.0,22733053,69.1761,34.5228
10213,Finland,FIN,2003,2280081200.0,72658000.0,5212958,24.9525,60.1608
10212,Faroe Islands,FRO,2003,19470496.0,732800.0,47448,-6.91181,61.8926
10204,Democratic Republic of Congo,COD,2003,163696530.0,2096084.1,55343873,15.3222,-4.325
10203,Cyprus,CYP,2003,163488160.0,7557280.0,999600,33.3736,35.1676
10202,Curacao,CUW,2003,436953180.0,4902170.0,147923,,
10201,Cote d'Ivoire,CIV,2003,195816530.0,5300525.0,19125546,-4.0305,5.332
10200,Congo,COG,2003,66226880.0,3258111.0,3445758,15.2662,-4.2767
10199,Colombia,COL,2003,2096596000.0,57378090.0,40937426,-74.082,4.60987
10198,Chile,CHL,2003,1712658800.0,55100196.0,16024755,-70.6475,-33.475
10229,Lebanon,LBN,2003,364523360.0,18529028.0,4525513,35.5134,33.8872
10228,Laos,LAO,2003,18719092.0,1220964.0,5697944,102.177,18.5826
10195,Bulgaria,BGR,2003,3026973000.0,50586930.0,7804405,23.3238,42.7105
10194,Botswana,BWA,2003,64533704.0,3825216.0,1775744,25.9201,-24.6544
10193,Bhutan,BTN,2003,5619135.0,493465.0,637667,89.6177,27.5768
10191,Barbados,BRB,2003,33590228.0,1358816.0,265789,-59.6105,13.0935
10190,Austria,AUT,2003,4318211000.0,77396060.0,8122604,16.3798,48.2201
10189,Australia,AUS,2003,11671612000.0,369629660.0,19819449,149.129,-35.282
10220,Haiti,HTI,2003,35548524.0,1700183.0,8759913,-72.3288,18.5392
10219,Guinea,GIN,2003,45045450.0,1700096.0,8870790,-13.7,9.51667
10218,Grenada,GRD,2003,3803232.0,216176.0,108895,-61.7449,12.0653
10217,Ghana,GHA,2003,149350080.0,6684573.0,21296710,-0.20795,5.57045
10216,Germany,DEU,2003,78941045000.0,894501060.0,82111619,13.4115,52.5235
10215,Georgia,GEO,2003,526521020.0,3731537.0,4085489,44.793,41.71
10214,Gabon,GAB,2003,190626420.0,6746069.0,1382354,9.45162,0.38832
10245,Netherlands,NLD,2003,8927094000.0,179964300.0,16366914,4.89095,52.3738
10244,Nepal,NPL,2003,42644308.0,2810383.0,25688762,85.3157,27.6939
10211,Ethiopia,ETH,2003,91318450.0,4870232.0,73832664,38.7468,9.02274
10210,Estonia,EST,2003,1340498300.0,17250686.0,1370849,24.7586,59.4392
10209,Equatorial Guinea,GNQ,2003,24425800.0,3133436.0,847867,8.7741,3.7523
10207,Egypt,EGY,2003,2855751700.0,149919400.0,77853548,31.2461,30.0982
10206,East Timor,TLS,2003,1062625.0,248530.0,916876,125.567,-8.56667
10205,Dominica,DMA,2003,2062832.0,117248.0,68552,-61.39,15.2976
10236,Maldives,MDV,2003,5349440.0,505631.97,296497,73.5109,4.1742
10235,Malaysia,MYS,2003,2227737600.0,153384340.0,24679604,101.684,3.12433
10234,Madagascar,MDG,2003,50155560.0,1692058.0,18071860,45.7167,-20.4667
10233,Luxembourg,LUX,2003,576011100.0,10451037.0,451845,6.1296,49.61
10232,Lithuania,LTU,2003,1325648100.0,12694945.0,3415276,25.2799,54.6896
10231,Liberia,LBR,2003,37256612.0,464323.0,3119534,-10.7957,6.30039
10230,Lesotho,LSO,2003,24299648.0,1930928.0,1985060,27.7167,-29.5208
10261,Saudi Arabia,SAU,2003,6834271700.0,351405020.0,18786771,46.6977,24.6748
10260,Samoa,WSM,2003,3370880.0,157552.0,185447,-171.752,-13.8314
10227,Kazakhstan,KAZ,2003,9456482000.0,175854720.0,15747377,71.4382,51.1879
10226,Jordan,JOR,2003,310841020.0,16982176.0,5741837,35.9263,31.9497
10225,Italy,ITA,2003,17780064000.0,495092300.0,57739697,12.4823,41.8955
10192,Bermuda,BMU,2003,19089440.0,560592.0,62405,-64.706,32.3293
10223,Ireland,IRL,2003,1524809000.0,45683964.0,3992935,-6.26749,53.3441
10222,Indonesia,IDN,2003,6250915300.0,339357470.0,225048005,106.83,-6.19752
10221,India,IND,2003,22033076000.0,1067736960.0,1116803000,77.225,28.6353
10252,Oman,OMN,2003,398886270.0,34356268.0,2363801,58.5874,23.6105
10251,Norway,NOR,2003,1877110400.0,43900000.0,4564666,10.7387,59.9138
10250,North Macedonia,MKD,2003,376760220.0,8529792.0,2081417,21.4361,42.0024
10249,North Korea,PRK,2003,4264559400.0,70139220.0,24090382,125.754,39.0319
10248,Nigeria,NGA,2003,2350310700.0,100763864.0,137202646,7.48906,9.05804
10247,Nicaragua,NIC,2003,95757170.0,4335245.0,5210970,-86.2734,12.1475
10246,New Zealand,NZL,2003,1275295500.0,36243228.0,4022585,174.776,-41.2865
10277,United States,USA,2003,322231860000.0,6010145300.0,289908091,-77.032,38.8895
10276,United Kingdom,GBR,2003,70838480000.0,571618750.0,59820385,-0.126236,51.5002
10243,Myanmar,MMR,2003,296301760.0,9997118.0,46667191,95.9562,21.914
10242,Mozambique,MOZ,2003,101014070.0,1855517.0,19392477,32.5713,-25.9664
10241,Montenegro,MNE,2003,67545544.0,1889193.0,633563,19.2595,42.4602
10208,El Salvador,SLV,2003,122924850.0,6434851.0,5998597,-89.2073,13.7034
10239,Micronesia (country),FSM,2003,2037184.0,161216.0,112298,158.185,6.91771
10238,Mexico,MEX,2003,12203640000.0,435968700.0,102978517,-99.1276,19.427
10237,Mali,MLI,2003,19772160.0,1245760.0,12684951,-7.50034,13.5667
10268,Solomon Islands,SLB,2003,5180896.0,256480.02,466164,159.949,-9.42676
10267,Sint Maarten (Dutch part),SXM,2003,48380596.0,542781.0,31346,,
10266,Singapore,SGP,2003,1273684400.0,39534050.0,4138241,103.85,1.28941
10265,Sierra Leone,SLE,2003,22914656.0,534944.0,5177686,-13.2134,8.4821
10264,Seychelles,SYC,2003,5635232.0,340752.0,87056,55.4466,-4.6309
10263,Serbia,SRB,2003,1989234600.0,55823540.0,7590946,20.4656,44.8024
10262,Senegal,SEN,2003,113527020.0,4927512.0,10721176,-17.4734,14.7247
10293,Benin,BEN,2003,28413920.0,2393998.0,7913074,2.6323,6.4779
10292,Belize,BLZ,2003,10200576.0,432352.0,263794,-88.7713,17.2534
10259,Saint Lucia,LCA,2003,6547568.0,377392.0,162985,-60.9832,14.0
10258,Saint Kitts and Nevis,KNA,2003,3218214.0,197856.0,46200,-62.7309,17.3
10257,Russia,RUS,2003,88095515000.0,1537018400.0,145794230,37.6176,55.7558
10224,Israel,ISR,2003,1310191600.0,62414676.0,6502821,35.2035,31.7717
10255,Poland,POL,2003,22330266000.0,318951100.0,38203527,21.02,52.26
10254,Paraguay,PRY,2003,81479440.0,4031488.0,5326437,-57.6362,-25.3005
10253,Palau,PLW,2003,6862672.0,212512.0,19683,134.479,7.34194
10284,Armenia,ARM,2003,287908670.0,3455560.0,3038976,44.509,40.1596
10283,Angola,AGO,2003,285985440.0,17484428.0,17943718,13.242,-8.81155
10282,Andorra,AND,2003,6499936.0,534944.0,69507,1.5218,42.5075
10281,Albania,ALB,2003,208314430.0,4303499.0,3118093,19.8172,41.3317
10280,Zimbabwe,ZWE,2003,610622500.0,10609583.0,12232324,31.0672,-17.8312
10279,Vietnam,VNM,2003,1301617200.0,77261570.0,79563778,105.825,21.0069
10278,Uzbekistan,UZB,2003,4304361000.0,130294420.0,25711261,69.269,41.3052
10309,Cuba,CUB,2003,1266545000.0,25569018.0,11209379,-82.3667,23.1333
10308,Croatia,HRV,2003,769398300.0,23227370.0,4306683,15.9614,45.8069
10275,Uganda,UGA,2003,41431096.0,1512745.0,26352124,32.5729,0.314269
10274,Turks and Caicos Islands,TCA,2003,1267744.0,157552.0,21749,-71.141389,21.4602778
10273,Switzerland,CHE,2003,2321842000.0,44649640.0,7333451,7.44821,46.948
10240,Mongolia,MNG,2003,271745730.0,7930966.0,2521809,106.937,47.9129
10271,Spain,ESP,2003,9852248000.0,336332540.0,42506540,-3.70327,40.4167
10270,South Sudan,SSD,2003,15385352.0,728449.0,6903129,31.6,4.85
10269,South Korea,KOR,2003,8275798000.0,485212800.0,47514158,126.957,37.5323
10300,Burundi,BDI,2003,6777041.0,172208.0,7043158,29.3639,-3.3784
10299,Burkina Faso,BFA,2003,20165988.0,1188129.0,13082530,-1.53395,12.3605
10298,Brunei,BRN,2003,237563660.0,5597862.0,346650,114.946,4.94199
10297,British Virgin Islands,VGB,2003,2235040.0,146560.0,22155,-64.623056,18.431389
10296,Brazil,BRA,2003,8562181000.0,344645000.0,180622688,-47.9292,-15.7801
10295,Bosnia and Herzegovina,BIH,2003,621120900.0,14358120.0,4178523,18.4214,43.8607
10294,Bolivia,BOL,2003,254355340.0,10968004.0,9050703,-66.1936,-13.9908
10325,Guyana,GUY,2003,66604190.0,1857648.0,763107,-58.1548,6.80461
10324,Guinea-Bissau,GNB,2003,5763472.0,194192.0,1318809,-15.1804,11.8037
10291,Belgium,BEL,2003,10710845000.0,128248600.0,10376262,4.36761,50.8371
10290,Belarus,BLR,2003,3912830700.0,55087984.0,9803175,27.5766,53.9678
10289,Bangladesh,BGD,2003,510787620.0,33495700.0,140970355,90.4113,23.7055
10256,Romania,ROU,2003,7074285600.0,103836210.0,21593448,26.0979,44.4479
10287,Bahamas,BHS,2003,132626400.0,2070159.9,335625,-77.339,25.0661
10286,Azerbaijan,AZE,2003,1909928400.0,30487584.0,8400528,49.8932,40.3834
10285,Aruba,ABW,2003,42793640.0,2561136.0,92324,-70.0167,12.5167
